Zip Code,City,State,County
12150,Rotterdam Junction,NY,Schenectady County
12151,Round Lake,NY,Saratoga County
12153,Sand Lake,NY,Rensselaer County
12154,Schaghticoke,NY,Rensselaer County
12155,Schenevus,NY,Otsego County
12156,Schodack Landing,NY,Rensselaer County
12157,Schoharie,NY,Schoharie County
12158,Selkirk,NY,Albany County
12159,Slingerlands,NY,Albany County
12160,Sloansville,NY,Schoharie County
12161,South Bethlehem,NY,Albany County
12164,Speculator,NY,Hamilton County
12165,Spencertown,NY,Columbia County
12166,Sprakers,NY,Montgomery County
12167,Stamford,NY,Delaware County
12168,Stephentown,NY,Rensselaer County
12169,Stephentown,NY,Rensselaer County
12170,Stillwater,NY,Saratoga County
12172,Stottville,NY,Columbia County
12173,Stuyvesant,NY,Columbia County
12174,Stuyvesant Falls,NY,Columbia County
12175,Summit,NY,Schoharie County
12176,Surprise,NY,Greene County
12177,Tribes Hill,NY,Montgomery County
12180,Troy,NY,Rensselaer County
12181,Troy,NY,Rensselaer County
12182,Troy,NY,Rensselaer County
12183,Troy,NY,Albany County
12184,Valatie,NY,Columbia County
12185,Valley Falls,NY,Rensselaer County
12186,Voorheesville,NY,Albany County
12187,Warnerville,NY,Schoharie County
12188,Waterford,NY,Saratoga County
12189,Watervliet,NY,Albany County
12190,Wells,NY,Hamilton County
12192,West Coxsackie,NY,Greene County
12193,Westerlo,NY,Albany County
12194,West Fulton,NY,Schoharie County
12195,West Lebanon,NY,Columbia County
12196,West Sand Lake,NY,Rensselaer County
12197,Worcester,NY,Otsego County
12198,Wynantskill,NY,Rensselaer County
12201,Albany,NY,Albany County
12202,Albany,NY,Albany County
12203,Albany,NY,Albany County
12204,Albany,NY,Albany County
12205,Albany,NY,Albany County
12206,Albany,NY,Albany County
12207,Albany,NY,Albany County
12208,Albany,NY,Albany County
12209,Albany,NY,Albany County
12210,Albany,NY,Albany County
12211,Albany,NY,Albany County
12212,Albany,NY,Albany County
12214,Albany,NY,Albany County
12220,Albany,NY,Albany County
12222,Albany,NY,Albany County
12223,Albany,NY,Albany County
12224,Albany,NY,Albany County
12225,Albany,NY,Albany County
12226,Albany,NY,Albany County
12227,Albany,NY,Albany County
12228,Albany,NY,Albany County
12229,Albany,NY,Albany County
12230,Albany,NY,Albany County
12231,Albany,NY,Albany County
12232,Albany,NY,Albany County
12233,Albany,NY,Albany County
12234,Albany,NY,Albany County
12235,Albany,NY,Albany County
12236,Albany,NY,Albany County
12237,Albany,NY,Albany County
12238,Albany,NY,Albany County
12239,Albany,NY,Albany County
12240,Albany,NY,Albany County
12241,Albany,NY,Albany County
12242,Albany,NY,Albany County
12243,Albany,NY,Albany County
12244,Albany,NY,Albany County
12245,Albany,NY,Albany County
12246,Albany,NY,Albany County
12247,Albany,NY,Albany County
12248,Albany,NY,Albany County
12249,Albany,NY,Albany County
12250,Albany,NY,Albany County
12252,Albany,NY,Albany County
12255,Albany,NY,Albany County
12256,Albany,NY,Albany County
12257,Albany,NY,Albany County
12260,Albany,NY,Albany County
12261,Albany,NY,Albany County
12288,Albany,NY,Albany County
12301,Schenectady,NY,Schenectady County
12302,Schenectady,NY,Schenectady County
12303,Schenectady,NY,Schenectady County
12304,Schenectady,NY,Schenectady County
12305,Schenectady,NY,Schenectady County
12306,Schenectady,NY,Schenectady County
12307,Schenectady,NY,Schenectady County
12308,Schenectady,NY,Schenectady County
12309,Schenectady,NY,Schenectady County
12325,Schenectady,NY,Schenectady County
12345,Schenectady,NY,Schenectady County
12401,Kingston,NY,Ulster County
12402,Kingston,NY,Ulster County
12404,Accord,NY,Ulster County
12405,Acra,NY,Greene County
12406,Arkville,NY,Delaware County
12407,Ashland,NY,Greene County
12409,Bearsville,NY,Ulster County
12410,Big Indian,NY,Ulster County
12411,Bloomington,NY,Ulster County
12412,Boiceville,NY,Ulster County
12413,Cairo,NY,Greene County
12414,Catskill,NY,Greene County
12416,Chichester,NY,Ulster County
12417,Connelly,NY,Ulster County
12418,Cornwallville,NY,Greene County
12419,Cottekill,NY,Ulster County
12420,Cragsmoor,NY,Ulster County
12421,Denver,NY,Delaware County
12422,Durham,NY,Greene County
12423,East Durham,NY,Greene County
12424,East Jewett,NY,Greene County
12427,Elka Park,NY,Greene County
12428,Ellenville,NY,Ulster County
12429,Esopus,NY,Ulster County
12430,Fleischmanns,NY,Delaware County
12431,Freehold,NY,Greene County
12432,Glasco,NY,Ulster County
12433,Glenford,NY,Ulster County
12434,Grand Gorge,NY,Delaware County
12435,Greenfield Park,NY,Ulster County
12436,Haines Falls,NY,Greene County
12438,Halcottsville,NY,Delaware County
12439,Hensonville,NY,Greene County
12440,High Falls,NY,Ulster County
12441,Highmount,NY,Ulster County
12442,Hunter,NY,Greene County
12443,Hurley,NY,Ulster County
12444,Jewett,NY,Greene County
12446,Kerhonkson,NY,Ulster County
12448,Lake Hill,NY,Ulster County
12449,Lake Katrine,NY,Ulster County
12450,Lanesville,NY,Greene County
12451,Leeds,NY,Greene County
12452,Lexington,NY,Greene County
12453,Malden On Hudson,NY,Ulster County
12454,Maplecrest,NY,Greene County
12455,Margaretville,NY,Delaware County
12456,Mount Marion,NY,Ulster County
12457,Mount Tremper,NY,Ulster County
12458,Napanoch,NY,Ulster County
12459,New Kingston,NY,Delaware County
12460,Oak Hill,NY,Greene County
12461,Olivebridge,NY,Ulster County
12463,Palenville,NY,Greene County
12464,Phoenicia,NY,Ulster County
12465,Pine Hill,NY,Ulster County
12466,Port Ewen,NY,Ulster County
12468,Prattsville,NY,Greene County
12469,Preston Hollow,NY,Albany County
12470,Purling,NY,Greene County
12471,Rifton,NY,Ulster County
12472,Rosendale,NY,Ulster County
12473,Round Top,NY,Greene County
12474,Roxbury,NY,Delaware County
12475,Ruby,NY,Ulster County
12477,Saugerties,NY,Ulster County
12480,Shandaken,NY,Ulster County
12481,Shokan,NY,Ulster County
12482,South Cairo,NY,Greene County
12483,Spring Glen,NY,Ulster County
12484,Stone Ridge,NY,Ulster County
12485,Tannersville,NY,Greene County
12486,Tillson,NY,Ulster County
12487,Ulster Park,NY,Ulster County
12489,Wawarsing,NY,Ulster County
12490,West Camp,NY,Ulster County
12491,West Hurley,NY,Ulster County
12492,West Kill,NY,Greene County
12493,West Park,NY,Ulster County
12494,West Shokan,NY,Ulster County
12495,Willow,NY,Ulster County
12496,Windham,NY,Greene County
12498,Woodstock,NY,Ulster County
12501,Amenia,NY,Dutchess County
12502,Ancram,NY,Columbia County
12503,Ancramdale,NY,Columbia County
12504,Annandale On Hudson,NY,Dutchess County
12506,Bangall,NY,Dutchess County
12507,Barrytown,NY,Dutchess County
12508,Beacon,NY,Dutchess County
12510,Billings,NY,Dutchess County
12511,Castle Point,NY,Dutchess County
12512,Chelsea,NY,Dutchess County
12513,Claverack,NY,Columbia County
12514,Clinton Corners,NY,Dutchess County
12515,Clintondale,NY,Ulster County
12516,Copake,NY,Columbia County
12517,Copake Falls,NY,Columbia County
12518,Cornwall,NY,Orange County
12520,Cornwall On Hudson,NY,Orange County
12521,Craryville,NY,Columbia County
12522,Dover Plains,NY,Dutchess County
12523,Elizaville,NY,Columbia County
12524,Fishkill,NY,Dutchess County
12525,Gardiner,NY,Ulster County
12526,Germantown,NY,Columbia County
12527,Glenham,NY,Dutchess County
12528,Highland,NY,Ulster County
12529,Hillsdale,NY,Columbia County
12530,Hollowville,NY,Columbia County
12531,Holmes,NY,Dutchess County
12533,Hopewell Junction,NY,Dutchess County
12534,Hudson,NY,Columbia County
12537,Hughsonville,NY,Dutchess County
12538,Hyde Park,NY,Dutchess County
12540,Lagrangeville,NY,Dutchess County
12541,Livingston,NY,Columbia County
12542,Marlboro,NY,Ulster County
12543,Maybrook,NY,Orange County
12544,Mellenville,NY,Columbia County
12545,Millbrook,NY,Dutchess County
12546,Millerton,NY,Dutchess County
12547,Milton,NY,Ulster County
12548,Modena,NY,Ulster County
12549,Montgomery,NY,Orange County
12550,Newburgh,NY,Orange County
12551,Newburgh,NY,Orange County
12552,Newburgh,NY,Orange County
12553,New Windsor,NY,Orange County
12555,Newburgh,NY,Orange County
12561,New Paltz,NY,Ulster County
12563,Patterson,NY,Putnam County
12564,Pawling,NY,Dutchess County
12565,Philmont,NY,Columbia County
12566,Pine Bush,NY,Ulster County
12567,Pine Plains,NY,Dutchess County
12568,Plattekill,NY,Ulster County
12569,Pleasant Valley,NY,Dutchess County
12570,Poughquag,NY,Dutchess County
12571,Red Hook,NY,Dutchess County
12572,Rhinebeck,NY,Dutchess County
12574,Rhinecliff,NY,Dutchess County
12575,Rock Tavern,NY,Orange County
12577,Salisbury Mills,NY,Orange County
12578,Salt Point,NY,Dutchess County
12580,Staatsburg,NY,Dutchess County
12581,Stanfordville,NY,Dutchess County
12582,Stormville,NY,Dutchess County
12583,Tivoli,NY,Dutchess County
12584,Vails Gate,NY,Orange County
12585,Verbank,NY,Dutchess County
12586,Walden,NY,Orange County
12588,Walker Valley,NY,Ulster County
12589,Wallkill,NY,Ulster County
12590,Wappingers Falls,NY,Dutchess County
12592,Wassaic,NY,Dutchess County
12593,West Copake,NY,Columbia County
12594,Wingdale,NY,Dutchess County
12601,Poughkeepsie,NY,Dutchess County
12602,Poughkeepsie,NY,Dutchess County
12603,Poughkeepsie,NY,Dutchess County
12604,Poughkeepsie,NY,Dutchess County
12701,Monticello,NY,Sullivan County
12719,Barryville,NY,Sullivan County
12720,Bethel,NY,Sullivan County
12721,Bloomingburg,NY,Sullivan County
12722,Burlingham,NY,Sullivan County
12723,Callicoon,NY,Sullivan County
12724,Callicoon Center,NY,Sullivan County
12725,Claryville,NY,Ulster County
12726,Cochecton,NY,Sullivan County
12727,Cochecton,NY,Sullivan County
12729,Cuddebackville,NY,Orange County
12732,Eldred,NY,Sullivan County
12733,Fallsburg,NY,Sullivan County
12734,Ferndale,NY,Sullivan County
12736,Fremont Center,NY,Sullivan County
12737,Glen Spey,NY,Sullivan County
12738,Glen Wild,NY,Sullivan County
12740,Grahamsville,NY,Sullivan County
12741,Hankins,NY,Sullivan County
12742,Harris,NY,Sullivan County
12743,Highland Lake,NY,Sullivan County
12745,Hortonville,NY,Sullivan County
12746,Huguenot,NY,Orange County
12747,Hurleyville,NY,Sullivan County
12748,Jeffersonville,NY,Sullivan County
12749,Kauneonga Lake,NY,Sullivan County
12750,Kenoza Lake,NY,Sullivan County
12751,Kiamesha Lake,NY,Sullivan County
12752,Lake Huntington,NY,Sullivan County
12754,Liberty,NY,Sullivan County
12758,Livingston Manor,NY,Sullivan County
12759,Loch Sheldrake,NY,Sullivan County
12760,Long Eddy,NY,Delaware County
12762,Mongaup Valley,NY,Sullivan County
12763,Mountain Dale,NY,Sullivan County
12764,Narrowsburg,NY,Sullivan County
12765,Neversink,NY,Sullivan County
12766,North Branch,NY,Sullivan County
12767,Obernburg,NY,Sullivan County
12768,Parksville,NY,Sullivan County
12769,Phillipsport,NY,Sullivan County
12770,Pond Eddy,NY,Sullivan County
12771,Port Jervis,NY,Orange County
12775,Rock Hill,NY,Sullivan County
12776,Roscoe,NY,Sullivan County
12777,Forestburgh,NY,Sullivan County
12778,Smallwood,NY,Sullivan County
12779,South Fallsburg,NY,Sullivan County
12780,Sparrow Bush,NY,Orange County
12781,Summitville,NY,Sullivan County
12783,Swan Lake,NY,Sullivan County
12784,Thompsonville,NY,Sullivan County
12785,Westbrookville,NY,Orange County
12786,White Lake,NY,Sullivan County
12787,White Sulphur Springs,NY,Sullivan County
12788,Woodbourne,NY,Sullivan County
12789,Woodridge,NY,Sullivan County
12790,Wurtsboro,NY,Sullivan County
12791,Youngsville,NY,Sullivan County
12792,Yulan,NY,Sullivan County
12801,Glens Falls,NY,Warren County
12803,South Glens Falls,NY,Saratoga County
12804,Queensbury,NY,Warren County
12808,Adirondack,NY,Warren County
12809,Argyle,NY,Washington County
12810,Athol,NY,Warren County
12811,Bakers Mills,NY,Warren County
12812,Blue Mountain Lake,NY,Hamilton County
12814,Bolton Landing,NY,Warren County
12815,Brant Lake,NY,Warren County
12816,Cambridge,NY,Washington County
12817,Chestertown,NY,Warren County
12819,Clemons,NY,Washington County
12820,Cleverdale,NY,Warren County
12821,Comstock,NY,Washington County
12822,Corinth,NY,Saratoga County
12823,Cossayuna,NY,Washington County
12824,Diamond Point,NY,Warren County
12827,Fort Ann,NY,Washington County
12828,Fort Edward,NY,Washington County
12831,Gansevoort,NY,Saratoga County
12832,Granville,NY,Washington County
12833,Greenfield Center,NY,Saratoga County
12834,Greenwich,NY,Washington County
12835,Hadley,NY,Saratoga County
12836,Hague,NY,Warren County
12837,Hampton,NY,Washington County
12838,Hartford,NY,Washington County
12839,Hudson Falls,NY,Washington County
12841,Huletts Landing,NY,Washington County
12842,Indian Lake,NY,Hamilton County
12843,Johnsburg,NY,Warren County
12844,Kattskill Bay,NY,Washington County
12845,Lake George,NY,Warren County
12846,Lake Luzerne,NY,Warren County
12847,Long Lake,NY,Hamilton County
12848,Middle Falls,NY,Washington County
12849,Middle Granville,NY,Washington County
12850,Middle Grove,NY,Saratoga County
12851,Minerva,NY,Essex County
12852,Newcomb,NY,Essex County
12853,North Creek,NY,Warren County
12854,North Granville,NY,Washington County
12855,North Hudson,NY,Essex County
12856,North River,NY,Warren County
12857,Olmstedville,NY,Essex County
12858,Paradox,NY,Essex County
12859,Porter Corners,NY,Saratoga County
12860,Pottersville,NY,Warren County
12861,Putnam Station,NY,Washington County
12862,Riparius,NY,Warren County
12863,Rock City Falls,NY,Saratoga County
12864,Sabael,NY,Hamilton County
12865,Salem,NY,Washington County
12866,Saratoga Springs,NY,Saratoga County
12870,Schroon Lake,NY,Essex County
12871,Schuylerville,NY,Saratoga County
12872,Severance,NY,Essex County
12873,Shushan,NY,Washington County
12874,Silver Bay,NY,Warren County
12878,Stony Creek,NY,Warren County
12879,Newcomb,NY,Essex County
12883,Ticonderoga,NY,Essex County
12884,Victory Mills,NY,Saratoga County
12885,Warrensburg,NY,Warren County
12886,Wevertown,NY,Warren County
12887,Whitehall,NY,Washington County
12901,Plattsburgh,NY,Clinton County
12903,Plattsburgh,NY,Clinton County
12910,Altona,NY,Clinton County
12911,Keeseville,NY,Clinton County
12912,Au Sable Forks,NY,Clinton County
12913,Bloomingdale,NY,Essex County
12914,Bombay,NY,Franklin County
12915,Brainardsville,NY,Franklin County
12916,Brushton,NY,Franklin County
12917,Burke,NY,Franklin County
12918,Cadyville,NY,Clinton County
12919,Champlain,NY,Clinton County
12920,Chateaugay,NY,Franklin County
12921,Chazy,NY,Clinton County
12922,Childwold,NY,St. Lawrence County
12923,Churubusco,NY,Clinton County
12924,Keeseville,NY,Clinton County
12926,Constable,NY,Franklin County
12927,Cranberry Lake,NY,St. Lawrence County
12928,Crown Point,NY,Essex County
12929,Dannemora,NY,Clinton County
12930,Dickinson Center,NY,Franklin County
12932,Elizabethtown,NY,Essex County
12933,Ellenburg,NY,Clinton County
12934,Ellenburg Center,NY,Clinton County
12935,Ellenburg Depot,NY,Clinton County
12936,Essex,NY,Essex County
12937,Fort Covington,NY,Franklin County
12939,Gabriels,NY,Franklin County
12941,Jay,NY,Essex County
12942,Keene,NY,Essex County
12943,Keene Valley,NY,Essex County
12944,Keeseville,NY,Essex County
12945,Lake Clear,NY,Franklin County
12946,Lake Placid,NY,Essex County
12949,Lawrenceville,NY,St Lawrence County
12950,Lewis,NY,Essex County
12952,Lyon Mountain,NY,Clinton County
12953,Malone,NY,Franklin County
12955,Lyon Mountain,NY,Clinton County
12956,Mineville,NY,Essex County
12957,Moira,NY,Franklin County
12958,Mooers,NY,Clinton County
12959,Mooers Forks,NY,Clinton County
12960,Moriah,NY,Essex County
12961,Moriah Center,NY,Essex County
12962,Morrisonville,NY,Clinton County
12964,New Russia,NY,Essex County
12965,Nicholville,NY,St. Lawrence County
12966,North Bangor,NY,Franklin County
12967,North Lawrence,NY,St. Lawrence County
12969,Owls Head,NY,Franklin County
12970,Paul Smiths,NY,Franklin County
12972,Peru,NY,Clinton County
12973,Piercefield,NY,St. Lawrence County
12974,Port Henry,NY,Essex County
12975,Port Kent,NY,Essex County
12976,Rainbow Lake,NY,Franklin County
12977,Ray Brook,NY,Essex County
12978,Redford,NY,Clinton County
12979,Rouses Point,NY,Clinton County
12980,Saint Regis Falls,NY,Franklin County
12981,Saranac,NY,Clinton County
12983,Saranac Lake,NY,Franklin County
12985,Schuyler Falls,NY,Clinton County
12986,Tupper Lake,NY,Franklin County
12987,Upper Jay,NY,Essex County
12989,Vermontville,NY,Franklin County
12992,West Chazy,NY,Clinton County
12993,Westport,NY,Essex County
12995,Whippleville,NY,Franklin County
12996,Willsboro,NY,Essex County
12997,Wilmington,NY,Essex County
12998,Witherbee,NY,Essex County
13020,Apulia Station,NY,Onondaga County
13021,Auburn,NY,Cayuga County
13022,Auburn,NY,Cayuga County
13024,Auburn,NY,Cayuga County
13026,Aurora,NY,Cayuga County
13027,Baldwinsville,NY,Onondaga County
13028,Bernhards Bay,NY,Oswego County
13029,Brewerton,NY,Onondaga County
13030,Bridgeport,NY,Madison County
13031,Camillus,NY,Onondaga County
13032,Canastota,NY,Madison County
13033,Cato,NY,Cayuga County
13034,Cayuga,NY,Cayuga County
13035,Cazenovia,NY,Madison County
13036,Central Square,NY,Oswego County
13037,Chittenango,NY,Madison County
13039,Cicero,NY,Onondaga County
13040,Cincinnatus,NY,Cortland County
13041,Clay,NY,Onondaga County
13042,Cleveland,NY,Oneida County
13043,Clockville,NY,Madison County
13044,Constantia,NY,Oswego County
13045,Cortland,NY,Cortland County
13051,Delphi Falls,NY,Onondaga County
13052,De Ruyter,NY,Madison County
13053,Dryden,NY,Tompkins County
13054,Durhamville,NY,Oneida County
13056,East Homer,NY,Cortland County
13057,East Syracuse,NY,Onondaga County
13060,Elbridge,NY,Onondaga County
13061,Erieville,NY,Madison County
13062,Etna,NY,Tompkins County
13063,Fabius,NY,Onondaga County
13064,Fair Haven,NY,Cayuga County
13065,Fayette,NY,Seneca County
13066,Fayetteville,NY,Onondaga County
13068,Freeville,NY,Tompkins County
13069,Fulton,NY,Oswego County
13071,Genoa,NY,Cayuga County
13072,Georgetown,NY,Madison County
13073,Groton,NY,Tompkins County
13074,Hannibal,NY,Oswego County
13076,Hastings,NY,Oswego County
13077,Homer,NY,Cortland County
13078,Jamesville,NY,Onondaga County
13080,Jordan,NY,Onondaga County
13081,King Ferry,NY,Cayuga County
13082,Kirkville,NY,Madison County
13083,Lacona,NY,Oswego County
13084,La Fayette,NY,Onondaga County
13087,Little York,NY,Cortland County
13088,Liverpool,NY,Onondaga County
13089,Liverpool,NY,Onondaga County
13090,Liverpool,NY,Onondaga County
13092,Locke,NY,Cayuga County
13093,Lycoming,NY,Oswego County
13101,Mc Graw,NY,Cortland County
13102,Mc Lean,NY,Tompkins County
13103,Mallory,NY,Oswego County
13104,Manlius,NY,Onondaga County
13107,Maple View,NY,Oswego County
13108,Marcellus,NY,Onondaga County
13110,Marietta,NY,Onondaga County
13111,Martville,NY,Cayuga County
13112,Memphis,NY,Onondaga County
13113,Meridian,NY,Cayuga County
13114,Mexico,NY,Oswego County
13115,Minetto,NY,Oswego County
13116,Minoa,NY,Onondaga County
13117,Montezuma,NY,Cayuga County
13118,Moravia,NY,Cayuga County
13119,Mottville,NY,Onondaga County
13120,Nedrow,NY,Onondaga County
13121,New Haven,NY,Oswego County
13122,New Woodstock,NY,Madison County
13123,North Bay,NY,Oneida County
13124,North Pitcher,NY,Chenango County
13126,Oswego,NY,Oswego County
13131,Parish,NY,Oswego County
13132,Pennellville,NY,Oswego County
13134,Peterboro,NY,Madison County
13135,Phoenix,NY,Oswego County
13136,Pitcher,NY,Chenango County
13137,Plainville,NY,Onondaga County
13138,Pompey,NY,Onondaga County
13139,Poplar Ridge,NY,Cayuga County
13140,Port Byron,NY,Cayuga County
13141,Preble,NY,Cortland County
13142,Pulaski,NY,Oswego County
13143,Red Creek,NY,Wayne County
13144,Richland,NY,Oswego County
13145,Sandy Creek,NY,Oswego County
13146,Savannah,NY,Wayne County
13147,Scipio Center,NY,Cayuga County
13148,Seneca Falls,NY,Seneca County
13152,Skaneateles,NY,Onondaga County
13153,Skaneateles Falls,NY,Onondaga County
13154,South Butler,NY,Wayne County
13155,South Otselic,NY,Chenango County
13156,Sterling,NY,Cayuga County
13157,Sylvan Beach,NY,Oneida County
13158,Truxton,NY,Cortland County
13159,Tully,NY,Onondaga County
13160,Union Springs,NY,Cayuga County
13162,Verona Beach,NY,Oneida County
13163,Wampsville,NY,Madison County
13164,Warners,NY,Onondaga County
13165,Waterloo,NY,Seneca County
13166,Weedsport,NY,Cayuga County
13167,West Monroe,NY,Oswego County
13201,Syracuse,NY,Onondaga County
13202,Syracuse,NY,Onondaga County
13203,Syracuse,NY,Onondaga County
13204,Syracuse,NY,Onondaga County
13205,Syracuse,NY,Onondaga County
13206,Syracuse,NY,Onondaga County
13207,Syracuse,NY,Onondaga County
13208,Syracuse,NY,Onondaga County
13209,Syracuse,NY,Onondaga County
13210,Syracuse,NY,Onondaga County
13211,Syracuse,NY,Onondaga County
13212,Syracuse,NY,Onondaga County
13214,Syracuse,NY,Onondaga County
13215,Syracuse,NY,Onondaga County
13217,Syracuse,NY,Onondaga County
13218,Syracuse,NY,Onondaga County
13219,Syracuse,NY,Onondaga County
13220,Syracuse,NY,Onondaga County
13221,Syracuse,NY,Onondaga County
13224,Syracuse,NY,Onondaga County
13225,Syracuse,NY,Onondaga County
13235,Syracuse,NY,Onondaga County
13244,Syracuse,NY,Onondaga County
13250,Syracuse,NY,Onondaga County
13251,Syracuse,NY,Onondaga County
13252,Syracuse,NY,Onondaga County
13261,Syracuse,NY,Onondaga County
13290,Syracuse,NY,Onondaga County
13301,Alder Creek,NY,Oneida County
13302,Altmar,NY,Oswego County
13303,Ava,NY,Oneida County
13304,Barneveld,NY,Oneida County
13305,Beaver Falls,NY,Lewis County
13308,Blossvale,NY,Oneida County
13309,Boonville,NY,Oneida County
13310,Bouckville,NY,Madison County
13312,Brantingham,NY,Lewis County
13313,Bridgewater,NY,Oneida County
13314,Brookfield,NY,Madison County
13315,Burlington Flats,NY,Otsego County
13316,Camden,NY,Oneida County
13317,Canajoharie,NY,Montgomery County
13318,Cassville,NY,Oneida County
13319,Chadwicks,NY,Oneida County
13320,Cherry Valley,NY,Otsego County
13321,Clark Mills,NY,Oneida County
13322,Clayville,NY,Oneida County
13323,Clinton,NY,Oneida County
13324,Cold Brook,NY,Herkimer County
13325,Constableville,NY,Lewis County
13326,Cooperstown,NY,Otsego County
13327,Croghan,NY,Lewis County
13328,Deansboro,NY,Oneida County
13329,Dolgeville,NY,Herkimer County
13331,Eagle Bay,NY,Herkimer County
13332,Earlville,NY,Madison County
13333,East Springfield,NY,Otsego County
13334,Eaton,NY,Madison County
13335,Edmeston,NY,Otsego County
13337,Fly Creek,NY,Otsego County
13338,Forestport,NY,Oneida County
13339,Fort Plain,NY,Montgomery County
13340,Frankfort,NY,Herkimer County
13341,Franklin Springs,NY,Oneida County
13342,Garrattsville,NY,Otsego County
13343,Glenfield,NY,Lewis County
13345,Greig,NY,Lewis County
13346,Hamilton,NY,Madison County
13348,Hartwick,NY,Otsego County
13350,Herkimer,NY,Herkimer County
13352,Hinckley,NY,Oneida County
13353,Hoffmeister,NY,Hamilton County
13354,Holland Patent,NY,Oneida County
13355,Hubbardsville,NY,Madison County
13357,Ilion,NY,Herkimer County
13360,Inlet,NY,Hamilton County
13361,Jordanville,NY,Herkimer County
13362,Knoxboro,NY,Oneida County
13363,Lee Center,NY,Oneida County
13364,Leonardsville,NY,Madison County
13365,Little Falls,NY,Herkimer County
13367,Lowville,NY,Lewis County
13368,Lyons Falls,NY,Lewis County
13401,Mc Connellsville,NY,Oneida County
13402,Madison,NY,Madison County
13403,Marcy,NY,Oneida County
13404,Martinsburg,NY,Lewis County
13406,Middleville,NY,Herkimer County
13407,Mohawk,NY,Herkimer County
13408,Morrisville,NY,Madison County
13409,Munnsville,NY,Madison County
13410,Nelliston,NY,Montgomery County
13411,New Berlin,NY,Chenango County
13413,New Hartford,NY,Oneida County
13415,New Lisbon,NY,Otsego County
13416,Newport,NY,Herkimer County
13417,New York Mills,NY,Oneida County
13418,North Brookfield,NY,Madison County
13420,Old Forge,NY,Herkimer County
13421,Oneida,NY,Madison County
13424,Oriskany,NY,Oneida County
13425,Oriskany Falls,NY,Oneida County
13426,Orwell,NY,Oswego County
13428,Palatine Bridge,NY,Montgomery County
13431,Poland,NY,Herkimer County
13433,Port Leyden,NY,Lewis County
13435,Prospect,NY,Oneida County
13436,Raquette Lake,NY,Hamilton County
13437,Redfield,NY,Oswego County
13438,Remsen,NY,Oneida County
13439,Richfield Springs,NY,Otsego County
13440,Rome,NY,Oneida County
13441,Rome,NY,Oneida County
13442,Rome,NY,Oneida County
13449,Rome,NY,Oneida County
13450,Roseboom,NY,Otsego County
13452,Saint Johnsville,NY,Montgomery County
13454,Salisbury Center,NY,Herkimer County
13455,Sangerfield,NY,Oneida County
13456,Sauquoit,NY,Oneida County
13457,Schuyler Lake,NY,Otsego County
13459,Sharon Springs,NY,Schoharie County
13460,Sherburne,NY,Chenango County
13461,Sherrill,NY,Oneida County
13464,Smyrna,NY,Chenango County
13465,Solsville,NY,Madison County
13468,Springfield Center,NY,Otsego County
13469,Stittville,NY,Oneida County
13470,Stratford,NY,Fulton County
13471,Taberg,NY,Oneida County
13472,Thendara,NY,Herkimer County
13473,Turin,NY,Lewis County
13475,Van Hornesville,NY,Herkimer County
13476,Vernon,NY,Oneida County
13477,Vernon Center,NY,Oneida County
13478,Verona,NY,Oneida County
13479,Washington Mills,NY,Oneida County
13480,Waterville,NY,Oneida County
13482,West Burlington,NY,Otsego County
13483,Westdale,NY,Oneida County
13484,West Eaton,NY,Madison County
13485,West Edmeston,NY,Madison County
13486,Westernville,NY,Oneida County
13488,Westford,NY,Otsego County
13489,West Leyden,NY,Lewis County
13490,Westmoreland,NY,Oneida County
13491,West Winfield,NY,Herkimer County
13492,Whitesboro,NY,Oneida County
13493,Williamstown,NY,Oswego County
13494,Woodgate,NY,Oneida County
13495,Yorkville,NY,Oneida County
13501,Utica,NY,Oneida County
13502,Utica,NY,Oneida County
13503,Utica,NY,Oneida County
13504,Utica,NY,Oneida County
13505,Utica,NY,Oneida County
13599,Utica,NY,Oneida County
13601,Watertown,NY,Jefferson County
13602,Fort Drum,NY,Jefferson County
13603,Watertown,NY,Jefferson County
13605,Adams,NY,Jefferson County
13606,Adams Center,NY,Jefferson County
13607,Alexandria Bay,NY,Jefferson County
13608,Antwerp,NY,Jefferson County
13611,Belleville,NY,Jefferson County
13612,Black River,NY,Jefferson County
13613,Brasher Falls,NY,St. Lawrence County
13614,Brier Hill,NY,St. Lawrence County
13615,Brownville,NY,Jefferson County
13616,Calcium,NY,Jefferson County
13617,Canton,NY,St. Lawrence County
13618,Cape Vincent,NY,Jefferson County
13619,Carthage,NY,Jefferson County
13620,Castorland,NY,Lewis County
13621,Chase Mills,NY,St. Lawrence County
13622,Chaumont,NY,Jefferson County
13623,Chippewa Bay,NY,St. Lawrence County
13624,Clayton,NY,Jefferson County
13625,Colton,NY,St. Lawrence County
13626,Copenhagen,NY,Lewis County
13627,Deer River,NY,Lewis County
13628,Deferiet,NY,Jefferson County
13630,De Kalb Junction,NY,St. Lawrence County
13631,Denmark,NY,Lewis County
13632,Depauville,NY,Jefferson County
13633,De Peyster,NY,St. Lawrence County
13634,Dexter,NY,Jefferson County
13635,Edwards,NY,St. Lawrence County
13636,Ellisburg,NY,Jefferson County
13637,Evans Mills,NY,Jefferson County
13638,Felts Mills,NY,Jefferson County
13639,Fine,NY,St. Lawrence County
13640,Wellesley Island,NY,Jefferson County
13641,Fishers Landing,NY,Jefferson County
